"holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s7q01","pp_s7q02","pp_s7q03","pp_s7q04","pp_s7q05","pp_s7q06","pp_s7q07","pp_s7q08","pp_s7q09","pp_s7q10_a","pp_s7q10_b","pp_s7q11","pp_s7q12","pp_s7q13","pp_s7q14","pp_s7q15","pp_s7q16"
"0302020250800501","03020202508005","03020202508",1,4664.615234375,3,2,2,25,8,5,1,1,1,,1,,2,2,1,,2,,1,2,50,25,25,0
"0302020250801701","03020202508017","03020202508",1,4664.615234375,3,2,2,25,8,17,1,1,2,3,2,2,2,2,1,,,,1,2,,,,
"0302020250802301","03020202508023","03020202508",1,4664.615234375,3,2,2,25,8,23,1,1,1,,2,2,2,2,1,,1,,0,6,4,0,4,0
"0302020250802302","03020202508023","03020202508",1,4664.615234375,3,2,2,25,8,23,2,2,2,7,2,2,2,2,2,3,,,0,7,,,,
"0302020250803501","03020202508035","03020202508",1,4664.615234375,3,2,2,25,8,35,1,1,1,,2,1,2,2,1,,1,,2,,50,0,50,0
"0302020250804101","03020202508041","03020202508",1,4664.615234375,3,2,2,25,8,41,1,1,1,,1,,2,2,2,2,2,,2,,50,0,50,0
"0302020250805901","03020202508059","03020202508",1,4664.615234375,3,2,2,25,8,59,1,1,2,3,2,2,1,,1,,,,0,6,,,,
"0302020250807701","03020202508077","03020202508",1,4664.615234375,3,2,2,25,8,77,1,1,1,,1,,2,2,1,,2,,2,,50,20,30,0
"0302020250809501","03020202508095","03020202508",1,4664.615234375,3,2,2,25,8,95,1,1,2,2,2,2,2,2,1,,,,1,2,,,,
"0302020250811301","03020202508113","03020202508",1,4664.615234375,3,2,2,25,8,113,1,1,2,2,2,2,2,2,1,,,,1,2,,,,
"0302020250813101","03020202508131","03020202508",1,4664.615234375,3,2,2,25,8,131,1,1,1,,1,,2,2,1,,2,,2,,75,25,50,0
"0302020250814901","03020202508149","03020202508",1,4664.615234375,3,2,2,25,8,149,1,1,1,,1,,2,6,1,,2,,1,2,100,50,50,0
"0302020250816701","03020202508167","03020202508",1,4664.615234375,3,2,2,25,8,167,1,1,1,,1,,2,3,1,,2,,3,,100,50,50,0
"0302040090600301","03020400906003","03020400906",1,2117.69555664063,3,2,4,9,6,3,1,1,2,7,2,4,1,,2,1,,,1,3,,,,
"0302040090601301","03020400906013","03020400906",1,2117.69555664063,3,2,4,9,6,13,1,1,2,2,2,1,1,,2,2,,,1,2,,,,
"0302040090601303","03020400906013","03020400906",1,2117.69555664063,3,2,4,9,6,13,3,1,2,3,2,1,2,2,2,2,,,0,7,,,,
"0302040090601801","03020400906018","03020400906",1,2117.69555664063,3,2,4,9,6,18,1,1,2,2,2,1,2,2,2,3,,,1,2,,,,
"0302040090603301","03020400906033","03020400906",1,2117.69555664063,3,2,4,9,6,33,1,1,2,3,2,3,2,2,2,3,,,0,6,,,,
"0302040090604801","03020400906048","03020400906",1,2117.69555664063,3,2,4,9,6,48,1,1,1,,2,1,1,,2,3,3,,1,2,25,0,25,0
"0302040090606301","03020400906063","03020400906",1,2117.69555664063,3,2,4,9,6,63,1,1,2,3,2,4,1,,2,1,,,1,2,,,,
"0302040090607801","03020400906078","03020400906",1,2117.69555664063,3,2,4,9,6,78,1,1,1,,1,,1,,1,,2,,1,2,13,7,6,0
"0302040090609301","03020400906093","03020400906",1,2117.69555664063,3,2,4,9,6,93,1,1,1,,2,1,2,2,2,3,2,,0,6,0,0,56,56
"0302040090610801","03020400906108","03020400906",1,2117.69555664063,3,2,4,9,6,108,1,1,2,2,2,1,2,2,2,1,,,0,6,,,,
"0302040090612301","03020400906123","03020400906",1,2117.69555664063,3,2,4,9,6,123,1,1,1,,1,,1,,2,2,3,,1,2,25,13,12,0
"0302040090612302","03020400906123","03020400906",1,2117.69555664063,3,2,4,9,6,123,2,2,2,7,2,4,2,2,2,1,,,0,7,,,,
"0302040090613801","03020400906138","03020400906",1,2117.69555664063,3,2,4,9,6,138,1,1,2,2,2,1,2,3,1,,,,1,2,,,,
"0302050190700201","03020501907002","03020501907",1,4810.5693359375,3,2,5,19,7,2,1,1,2,7,2,5,1,,1,,5,,1,3,,,,
"0302050190701801","03020501907018","03020501907",1,4810.5693359375,3,2,5,19,7,18,1,1,2,2,2,6,2,2,1,,5,,2,,,,,
"0302050190703301","03020501907033","03020501907",1,4810.5693359375,3,2,5,19,7,33,1,1,2,3,2,2,2,2,1,,5,,0,7,,,,
"0302050190704901","03020501907049","03020501907",1,4810.5693359375,3,2,5,19,7,49,1,1,2,3,2,2,2,3,1,,5,,1,2,,,,
"0302050190706601","03020501907066","03020501907",1,4810.5693359375,3,2,5,19,7,66,1,1,2,3,2,2,1,,1,,5,,1,3,,,,
"0302050190708101","03020501907081","03020501907",1,4810.5693359375,3,2,5,19,7,81,1,1,2,3,2,1,2,2,1,,5,,1,2,,,,
"0302050190709601","03020501907096","03020501907",1,4810.5693359375,3,2,5,19,7,96,1,1,2,2,2,2,2,6,1,,5,,1,3,,,,
"0302050190711201","03020501907112","03020501907",1,4810.5693359375,3,2,5,19,7,112,1,1,2,3,2,4,2,2,1,,5,,2,,,,,
"0302050190712801","03020501907128","03020501907",1,4810.5693359375,3,2,5,19,7,128,1,1,2,7,2,2,2,3,1,,5,,1,2,,,,
"0302050190714301","03020501907143","03020501907",1,4810.5693359375,3,2,5,19,7,143,1,1,2,3,2,2,2,2,1,,5,,1,3,,,,
"0302070370300301","03020703703003","03020703703",1,5781.24658203125,3,2,7,37,3,3,1,1,2,2,2,3,2,2,2,4,5,,1,2,0,0,0,0
"0302070370301901","03020703703019","03020703703",1,5781.24658203125,3,2,7,37,3,19,1,1,2,2,2,2,2,2,2,3,5,,0,7,0,0,0,0
"0302070370303501","03020703703035","03020703703",1,5781.24658203125,3,2,7,37,3,35,1,1,1,,2,2,2,6,1,,5,,2,,0,0,0,0
"0302070370305101","03020703703051","03020703703",1,5781.24658203125,3,2,7,37,3,51,1,1,1,,2,2,1,,2,3,5,,0,2,0,,,
"0302070370306601","03020703703066","03020703703",1,5781.24658203125,3,2,7,37,3,66,1,1,2,3,2,2,2,2,2,3,5,2,0,,,,,
"0302070370308101","03020703703081","03020703703",1,5781.24658203125,3,2,7,37,3,81,1,2,2,7,2,6,2,2,2,5,5,,0,7,0,0,0,0
"0302070370309601","03020703703096","03020703703",1,5781.24658203125,3,2,7,37,3,96,1,1,2,2,2,5,2,2,2,5,5,,1,2,,,,
"0302070370311101","03020703703111","03020703703",1,5781.24658203125,3,2,7,37,3,111,1,1,2,3,2,2,2,2,2,5,5,,7,,0,0,0,0
"0302070370312601","03020703703126","03020703703",1,5781.24658203125,3,2,7,37,3,126,1,,,,,,,,,,,,,,,,,
"0302070370314101","03020703703141","03020703703",1,5781.24658203125,3,2,7,37,3,141,1,1,2,3,2,2,2,2,2,2,5,,2,,0,,,
"0302090070800601","03020900708006","03020900708",1,4628.849609375,3,2,9,7,8,6,1,1,1,,2,1,2,2,2,3,3,,0,6,5,0,5,
"0302090070801801","03020900708018","03020900708",1,4628.849609375,3,2,9,7,8,18,1,1,1,,1,,1,,1,,1,,1,3,175,125,50,
"0302090070802401","03020900708024","03020900708",1,4628.849609375,3,2,9,7,8,24,1,1,1,,1,,1,,1,,1,,0,4,150,10,50,
"0302090070804201","03020900708042","03020900708",1,4628.849609375,3,2,9,7,8,42,1,1,1,,1,,1,,1,,1,,2,,350,250,100,
"0302090070806001","03020900708060","03020900708",1,4628.849609375,3,2,9,7,8,60,1,1,1,,1,,1,,1,,1,,1,3,125,100,25,
"0302090070807901","03020900708079","03020900708",1,4628.849609375,3,2,9,7,8,79,1,1,1,,2,2,1,,1,,1,,1,3,200,150,50,0
"0302090070809701","03020900708097","03020900708",1,4628.849609375,3,2,9,7,8,97,1,1,1,,2,1,1,,2,3,1,,0,6,75,25,50,
"0302090070811501","03020900708115","03020900708",1,4628.849609375,3,2,9,7,8,115,1,1,1,,1,,1,,1,,1,,1,3,190,125,65,0
"0302090070813301","03020900708133","03020900708",1,4628.849609375,3,2,9,7,8,133,1,1,1,,1,,1,,1,,1,,1,3,125,100,25,
"0302090070815101","03020900708151","03020900708",1,4628.849609375,3,2,9,7,8,151,1,1,1,,1,,1,,1,,1,,2,,250,200,50,0
"0302090070816901","03020900708169","03020900708",1,4628.849609375,3,2,9,7,8,169,1,1,1,,1,,1,,1,,1,3,1,2,156,103,53,
"0303010020400101","03030100204001","03030100204",1,5166.67333984375,3,3,1,2,4,1,1,1,2,2,2,4,2,2,1,,5,5,2,,,,,
"0303010020401001","03030100204010","03030100204",1,5166.67333984375,3,3,1,2,4,10,1,1,2,2,2,4,2,2,1,,5,5,1,2,,,,
"0303010020402101","03030100204021","03030100204",1,5166.67333984375,3,3,1,2,4,21,1,1,2,2,2,4,2,2,1,,5,5,2,,,,,
"0303010020403001","03030100204030","03030100204",1,5166.67333984375,3,3,1,2,4,30,1,1,2,2,2,4,2,2,1,,5,5,2,,,,,
"0303010020404001","03030100204040","03030100204",1,5166.67333984375,3,3,1,2,4,40,1,1,2,2,2,4,2,2,1,,5,5,2,,,,,
"0303010020404901","03030100204049","03030100204",1,5166.67333984375,3,3,1,2,4,49,1,1,2,2,2,4,2,2,2,3,5,5,0,6,,,,
"0303010020405801","03030100204058","03030100204",1,5166.67333984375,3,3,1,2,4,58,1,1,2,2,2,4,2,2,1,,5,5,2,,,,,
"0303010020406701","03030100204067","03030100204",1,5166.67333984375,3,3,1,2,4,67,1,1,2,2,2,5,2,2,1,,5,5,1,2,,,,
"0303010020407601","03030100204076","03030100204",1,5166.67333984375,3,3,1,2,4,76,1,1,2,2,2,4,2,2,1,,5,5,2,,,,,
"0303010020408501","03030100204085","03030100204",1,5166.67333984375,3,3,1,2,4,85,1,1,2,2,2,4,2,2,1,,5,5,2,,,,,
"0303020010803801","03030200108038","03030200108",0,1547.83154296875,3,3,2,1,8,38,1,2,2,2,2,4,1,,2,1,5,,0,5,0,0,0,0
"0303020010807701","03030200108077","03030200108",0,1547.83154296875,3,3,2,1,8,77,1,2,2,7,2,1,2,2,2,1,5,,0,5,0,0,0,0
"0303020010809001","03030200108090","03030200108",0,1547.83154296875,3,3,2,1,8,90,1,2,2,7,2,1,2,2,2,1,5,,0,5,0,0,0,0
"0303020010815501","03030200108155","03030200108",0,1547.83154296875,3,3,2,1,8,155,1,2,2,7,2,1,1,,2,1,5,,0,5,,,,
"0303020210401601","03030202104016","03030202104",1,4827.423828125,3,3,2,21,4,16,1,1,2,6,2,1,2,2,1,,5,,2,,0,,,
"0303020210403201","03030202104032","03030202104",1,4827.423828125,3,3,2,21,4,32,1,1,2,6,2,1,2,2,1,,5,,2,,0,,,
"0303020210404701","03030202104047","03030202104",1,4827.423828125,3,3,2,21,4,47,1,2,2,6,2,1,2,2,1,,5,,0,6,0,,,
"0303020210406301","03030202104063","03030202104",1,4827.423828125,3,3,2,21,4,63,1,1,2,6,2,1,2,2,1,,5,,1,2,0,,,
"0303020210407801","03030202104078","03030202104",1,4827.423828125,3,3,2,21,4,78,1,1,2,1,2,1,2,2,1,,5,,0,6,0,,,
"0303020210409301","03030202104093","03030202104",1,4827.423828125,3,3,2,21,4,93,1,2,2,6,2,1,2,5,1,,5,,1,2,0,,,
"0303020210410801","03030202104108","03030202104",1,4827.423828125,3,3,2,21,4,108,1,1,2,6,2,1,2,5,1,,5,,4,,0,,,
"0303020210412701","03030202104127","03030202104",1,4827.423828125,3,3,2,21,4,127,1,2,2,1,2,1,2,4,1,,5,,4,,0,,,
"0303020210414301","03030202104143","03030202104",1,4827.423828125,3,3,2,21,4,143,1,2,2,6,2,1,2,2,1,,5,,0,6,0,,,
"0303030240400601","03030302404006","03030302404",1,4517.08203125,3,3,3,24,4,6,1,1,1,,2,4,2,2,1,,1,,1,2,15,10,5,0
"0303030240402201","03030302404022","03030302404",1,4517.08203125,3,3,3,24,4,22,1,1,2,3,2,5,1,,1,,,,1,2,,,,
"0303030240403701","03030302404037","03030302404",1,4517.08203125,3,3,3,24,4,37,1,1,1,,2,4,2,5,1,,1,,2,,16,9,7,0
"0303030240405401","03030302404054","03030302404",1,4517.08203125,3,3,3,24,4,54,1,1,1,,2,4,1,,1,,2,,0,6,15,10,5,0
"0303030240406901","03030302404069","03030302404",1,4517.08203125,3,3,3,24,4,69,1,1,1,,2,4,2,5,1,,4,,1,2,15,10,5,0
"0303030240408501","03030302404085","03030302404",1,4517.08203125,3,3,3,24,4,85,1,1,1,,2,4,1,,1,,4,,0,1,6,0,6,0
"0303030240410501","03030302404105","03030302404",1,4517.08203125,3,3,3,24,4,105,1,1,1,,2,4,1,,1,,2,,2,,24,17,7,0
"0303030240412101","03030302404121","03030302404",1,4517.08203125,3,3,3,24,4,121,1,1,2,2,2,4,1,,1,,,,0,1,,,,
"0303030240413801","03030302404138","03030302404",1,4517.08203125,3,3,3,24,4,138,1,1,1,,2,4,1,,1,,2,3,2,,56,36,20,0
"0303030240415301","03030302404153","03030302404",1,4517.08203125,3,3,3,24,4,153,1,1,2,2,2,4,2,5,1,,,,0,6,,,,
"0303040090601201","03030400906012","03030400906",1,3381.89379882813,3,3,4,9,6,12,1,1,2,7,2,1,2,2,2,3,5,,1,6,,,,
"0303040090605101","03030400906051","03030400906",1,3381.89379882813,3,3,4,9,6,51,1,1,2,7,2,1,2,6,2,5,5,,0,6,,,,
"0303040090607701","03030400906077","03030400906",1,3381.89379882813,3,3,4,9,6,77,1,1,2,7,2,1,2,6,2,3,5,,0,6,,,,
"0303040090609801","03030400906098","03030400906",1,3381.89379882813,3,3,4,9,6,98,1,1,2,7,2,1,2,2,2,3,5,,0,5,,,,
"0303040090611001","03030400906110","03030400906",1,3381.89379882813,3,3,4,9,6,110,1,1,2,7,2,1,2,2,2,3,5,,0,6,,,,
"0303040090612201","03030400906122","03030400906",1,3381.89379882813,3,3,4,9,6,122,1,1,2,7,2,1,2,5,2,3,5,,2,,,,,
"0303040090613401","03030400906134","03030400906",1,3381.89379882813,3,3,4,9,6,134,1,1,2,7,2,1,2,2,1,,5,,0,6,,,,
"0303040090614901","03030400906149","03030400906",1,3381.89379882813,3,3,4,9,6,149,1,1,2,1,2,1,2,2,2,3,5,,1,3,,,,
"0303040090616101","03030400906161","03030400906",1,3381.89379882813,3,3,4,9,6,161,1,1,2,1,2,1,2,2,2,3,5,,1,2,,,,
"0303040090617401","03030400906174","03030400906",1,3381.89379882813,3,3,4,9,6,174,1,1,2,7,2,1,2,2,2,3,5,,1,2,,,,
"0303050110100201","03030501101002","03030501101",1,3635.56201171875,3,3,5,11,1,2,1,1,2,2,2,2,2,2,1,,5,,0,6,,,,
"0303050110102301","03030501101023","03030501101",1,3635.56201171875,3,3,5,11,1,23,1,1,2,3,2,2,2,2,1,,5,,,,,,,
"0303050110104401","03030501101044","03030501101",1,3635.56201171875,3,3,5,11,1,44,1,1,2,2,2,2,2,2,1,,5,,0,4,,,,
"0303050110106501","03030501101065","03030501101",1,3635.56201171875,3,3,5,11,1,65,1,1,2,3,2,2,2,2,1,,5,,0,4,,,,
"0303050110108701","03030501101087","03030501101",1,3635.56201171875,3,3,5,11,1,87,1,1,1,,1,,2,2,1,,1,,0,4,25,12,12,
"0303050110110801","03030501101108","03030501101",1,3635.56201171875,3,3,5,11,1,108,1,1,2,2,2,2,2,2,1,,5,,0,4,,,,
"0303050110113001","03030501101130","03030501101",1,3635.56201171875,3,3,5,11,1,130,1,1,2,3,2,2,2,2,1,,5,,0,6,,,,
"0303050110119301","03030501101193","03030501101",1,3635.56201171875,3,3,5,11,1,193,1,1,1,,2,2,2,2,1,,5,5,0,,,,,
"0303070100200301","03030701002003","03030701002",1,4366.083984375,3,3,7,10,2,3,1,1,1,,2,4,2,2,1,,1,2,1,2,50,24,26,0
"0303070100202201","03030701002022","03030701002",1,4366.083984375,3,3,7,10,2,22,1,1,1,,2,4,1,,1,,1,,0,6,1,1,1,0
"0303070100204301","03030701002043","03030701002",1,4366.083984375,3,3,7,10,2,43,1,1,1,,2,1,1,,1,,3,,2,,42,14,28,0
"0303070100206201","03030701002062","03030701002",1,4366.083984375,3,3,7,10,2,62,1,1,1,,2,2,2,2,1,,1,,1,2,35,25,10,0
"0303070100208101","03030701002081","03030701002",1,4366.083984375,3,3,7,10,2,81,1,1,1,,2,1,1,,1,,1,,1,2,30,17,13,0
"0303070100210001","03030701002100","03030701002",1,4366.083984375,3,3,7,10,2,100,1,1,1,,2,4,2,6,1,,3,,2,,62,17,45,0
"0303070100212001","03030701002120","03030701002",1,4366.083984375,3,3,7,10,2,120,1,1,1,,2,1,1,,1,,1,,1,2,68,38,30,0
"0303070100213801","03030701002138","03030701002",1,4366.083984375,3,3,7,10,2,138,1,1,1,,2,4,2,6,1,,1,,1,2,60,25,35,0
"0303070100215601","03030701002156","03030701002",1,4366.083984375,3,3,7,10,2,156,1,1,1,,1,,1,,1,,2,,1,2,30,15,15,0
"0303070100217401","03030701002174","03030701002",1,4366.083984375,3,3,7,10,2,174,1,1,1,,2,1,1,,1,,2,,2,,96,55,41,0
"0303080161700301","03030801617003","03030801617",1,3251.83203125,3,3,8,16,17,3,1,1,1,,2,3,1,,1,,2,,1,2,5,0,5,0
"0303080161701801","03030801617018","03030801617",1,3251.83203125,3,3,8,16,17,18,1,1,1,,2,1,1,,1,,1,,2,,3,0,3,0
"0303080161701802","03030801617018","03030801617",1,3251.83203125,3,3,8,16,17,18,2,2,2,7,2,1,2,2,2,3,,,0,7,,,,
"0303080161703301","03030801617033","03030801617",1,3251.83203125,3,3,8,16,17,33,1,1,1,,2,3,2,5,1,,3,,2,,2,0,2,0
"0303080161704701","03030801617047","03030801617",1,3251.83203125,3,3,8,16,17,47,1,1,1,,2,3,1,,1,,1,,1,2,1,0,1,0
"0303080161706101","03030801617061","03030801617",1,3251.83203125,3,3,8,16,17,61,1,1,1,,2,3,2,4,1,,2,,1,2,2,0,2,0
"0303080161707601","03030801617076","03030801617",1,3251.83203125,3,3,8,16,17,76,1,1,2,1,1,,1,,1,,,,0,6,,,,
"0303080161708801","03030801617088","03030801617",1,3251.83203125,3,3,8,16,17,88,1,1,2,1,2,3,2,2,1,,,,1,2,,,,
"0303080161710101","03030801617101","03030801617",1,3251.83203125,3,3,8,16,17,101,1,1,1,,2,1,2,2,1,,1,,0,7,3,0,3,0
"0303080161711501","03030801617115","03030801617",1,3251.83203125,3,3,8,16,17,115,1,1,1,,2,1,2,5,1,,3,,2,,4,0,4,0
"0303080161712701","03030801617127","03030801617",1,3251.83203125,3,3,8,16,17,127,1,1,2,1,2,3,1,,1,,,,0,6,,,,
"0303100170100401","03031001701004","03031001701",1,4280.41162109375,3,3,10,17,1,4,1,1,2,7,2,1,1,,1,,5,,1,2,,,,
"0303100170102201","03031001701022","03031001701",1,4280.41162109375,3,3,10,17,1,22,1,1,2,2,2,1,2,5,1,,5,,1,2,,,,
"0303100170104001","03031001701040","03031001701",1,4280.41162109375,3,3,10,17,1,40,1,1,2,3,2,1,2,6,1,,5,,2,,,,,
"0303100170106201","03031001701062","03031001701",1,4280.41162109375,3,3,10,17,1,62,1,1,2,2,2,1,2,2,1,,5,5,0,6,,,,
"0303100170108101","03031001701081","03031001701",1,4280.41162109375,3,3,10,17,1,81,1,1,2,7,2,1,1,,1,,5,5,1,2,,,,
"0303100170110001","03031001701100","03031001701",1,4280.41162109375,3,3,10,17,1,100,1,1,2,2,2,1,1,,1,,5,,1,2,,,,
"0303100170111801","03031001701118","03031001701",1,4280.41162109375,3,3,10,17,1,118,1,1,1,,2,1,1,,1,,1,,1,2,12,,12,
"0303100170113901","03031001701139","03031001701",1,4280.41162109375,3,3,10,17,1,139,1,1,2,7,2,1,2,5,1,,5,,1,2,,,,
"0303100170115701","03031001701157","03031001701",1,4280.41162109375,3,3,10,17,1,157,1,1,2,1,2,1,2,5,1,,5,,0,4,,,,
"0303100170115702","03031001701157","03031001701",1,4280.41162109375,3,3,10,17,1,157,2,1,2,7,2,1,2,5,1,,5,,0,1,,,,
"0303100170117601","03031001701176","03031001701",1,4280.41162109375,3,3,10,17,1,176,1,1,2,2,2,1,2,6,1,,5,,2,,,,,
"0304030140100401","03040301401004","03040301401",1,7907.89306640625,3,4,3,14,1,4,1,1,1,,1,,2,2,1,,1,,1,2,37,25,12,
"0304030140101401","03040301401014","03040301401",1,7907.89306640625,3,4,3,14,1,14,1,1,2,6,2,5,2,2,1,,5,,,1,,,,
"0304030140101901","03040301401019","03040301401",1,7907.89306640625,3,4,3,14,1,19,1,1,1,,1,,1,,1,,1,,0,1,6,4,2,
"0304030140103501","03040301401035","03040301401",1,7907.89306640625,3,4,3,14,1,35,1,1,1,,1,,2,,1,,1,,2,,25,16,8,
"0304030140105001","03040301401050","03040301401",1,7907.89306640625,3,4,3,14,1,50,1,,,,,,,,,,,,,,,,,
"0304030140106501","03040301401065","03040301401",1,7907.89306640625,3,4,3,14,1,65,1,1,1,,1,,2,5,1,,1,,2,,37,25,12,
"0304030140108001","03040301401080","03040301401",1,7907.89306640625,3,4,3,14,1,80,1,1,1,,1,,1,,1,,1,,2,,37,25,12,
"0304030140109501","03040301401095","03040301401",1,7907.89306640625,3,4,3,14,1,95,1,1,1,,2,2,2,2,2,3,1,,0,6,6,6,,
"0304030140111001","03040301401110","03040301401",1,7907.89306640625,3,4,3,14,1,110,1,1,1,,1,,2,2,1,,1,,2,,37,25,12,
"0304030140112501","03040301401125","03040301401",1,7907.89306640625,3,4,3,14,1,125,1,1,1,,1,,1,,1,,1,,0,1,37,25,12,
"0304030140114001","03040301401140","03040301401",1,7907.89306640625,3,4,3,14,1,140,1,1,1,,1,,1,,1,,1,,1,3,22,15,6,
"0304060080100401","03040600801004","03040600801",1,5946.6025390625,3,4,6,8,1,4,1,2,2,6,2,3,2,2,1,,5,,1,2,,,,
"0304060080101601","03040600801016","03040600801",1,5946.6025390625,3,4,6,8,1,16,1,2,2,6,2,3,1,,1,,5,,1,2,,,,
"0304060080102801","03040600801028","03040600801",1,5946.6025390625,3,4,6,8,1,28,1,2,2,6,2,3,2,3,1,,5,,2,,,,,
"0304060080104101","03040600801041","03040600801",1,5946.6025390625,3,4,6,8,1,41,1,1,2,7,2,1,2,6,1,,5,,2,,,,,
"0304060080105301","03040600801053","03040600801",1,5946.6025390625,3,4,6,8,1,53,1,1,2,7,2,1,2,1,1,,5,,2,,,,,
"0304060080106501","03040600801065","03040600801",1,5946.6025390625,3,4,6,8,1,65,1,1,2,7,2,1,2,3,1,,5,,0,6,,,,
"0304060080107902","03040600801079","03040600801",1,5946.6025390625,3,4,6,8,1,79,2,2,2,6,2,3,2,2,1,,5,,,6,,,,
"0304060080109201","03040600801092","03040600801",1,5946.6025390625,3,4,6,8,1,92,1,1,2,7,2,4,2,6,2,1,5,5,,6,,,,
"0304060080110401","03040600801104","03040600801",1,5946.6025390625,3,4,6,8,1,104,1,1,1,,2,4,2,5,1,,5,,0,6,,,,
"0304060080111801","03040600801118","03040600801",1,5946.6025390625,3,4,6,8,1,118,1,1,1,,2,1,2,3,1,,5,,0,6,,,,
"0304090120300401","03040901203004","03040901203",1,7368.4638671875,3,4,9,12,3,4,1,1,1,,2,6,2,3,1,,1,,2,,3000,13,13,
"0304090120301601","03040901203016","03040901203",1,7368.4638671875,3,4,9,12,3,16,1,1,1,,2,6,2,3,1,,3,,0,6,4,,4,
"0304090120302801","03040901203028","03040901203",1,7368.4638671875,3,4,9,12,3,28,1,1,1,,2,6,2,3,1,,1,,1,2,2500,1250,1250,
"0304090120304001","03040901203040","03040901203",1,7368.4638671875,3,4,9,12,3,40,1,1,1,,2,2,2,2,1,,1,,2,,25,12,12,
"0304090120305201","03040901203052","03040901203",1,7368.4638671875,3,4,9,12,3,52,1,1,1,,2,6,2,6,1,,1,,1,2,2500,1250,1250,
"0304090120306501","03040901203065","03040901203",1,7368.4638671875,3,4,9,12,3,65,1,1,2,7,2,6,2,6,1,,1,,0,6,2500,1250,1250,
"0304090120309001","03040901203090","03040901203",1,7368.4638671875,3,4,9,12,3,90,1,1,1,,2,6,2,6,1,,1,,3,,25,12,12,
"0304090120310201","03040901203102","03040901203",1,7368.4638671875,3,4,9,12,3,102,1,1,2,3,2,6,2,6,1,,5,,0,6,,,,
"0304090120313401","03040901203134","03040901203",1,7368.4638671875,3,4,9,12,3,134,1,1,1,,2,6,2,5,1,,1,,1,2,12,6250,6250,
"0304110090300301","03041100903003","03041100903",1,5734.40625,3,4,11,9,3,3,1,1,2,4,2,4,2,5,1,,5,,2,,,,,
"0304110090301501","03041100903015","03041100903",1,5734.40625,3,4,11,9,3,15,1,1,2,2,2,4,2,2,1,,5,2,,,,,,
"0304110090302801","03041100903028","03041100903",1,5734.40625,3,4,11,9,3,28,1,1,2,2,2,4,1,,1,,5,,0,6,,,,
"0304110090304201","03041100903042","03041100903",1,5734.40625,3,4,11,9,3,42,1,1,1,,2,4,2,6,1,,1,,1,2,100,75,25,
"0304110090305501","03041100903055","03041100903",1,5734.40625,3,4,11,9,3,55,1,1,2,2,2,2,2,5,1,,5,,1,3,,,,
"0304110090306801","03041100903068","03041100903",1,5734.40625,3,4,11,9,3,68,1,1,2,3,2,4,2,2,1,,5,,,4,,,,
"0304110090308101","03041100903081","03041100903",1,5734.40625,3,4,11,9,3,81,1,1,2,3,2,5,2,2,1,,5,,1,3,,,,
"0304110090309501","03041100903095","03041100903",1,5734.40625,3,4,11,9,3,95,1,1,1,,1,,1,,1,,1,,0,6,150,50,100,
"0304110090312101","03041100903121","03041100903",1,5734.40625,3,4,11,9,3,121,1,1,1,,2,4,2,2,1,,1,,2,,200,100,100,
"0304110090313701","03041100903137","03041100903",1,5734.40625,3,4,11,9,3,137,1,1,1,,2,4,2,2,1,,1,,1,2,75,50,25,
"0304120010505601","03041200105056","03041200105",0,1213.46984863281,3,4,12,1,5,56,1,,,,,,2,5,1,,,,0,,,,,
"0304120010507001","03041200105070","03041200105",0,1213.46984863281,3,4,12,1,5,70,1,1,2,2,2,2,2,2,2,2,5,,0,6,,,,
"0304120010511201","03041200105112","03041200105",0,1213.46984863281,3,4,12,1,5,112,1,2,2,7,2,6,2,6,2,5,5,,0,6,,,,
"0304160020400301","03041600204003","03041600204",1,6393.28662109375,3,4,16,2,4,3,1,2,2,,2,4,1,,1,,5,,2,,,,,
"0304160020402501","03041600204025","03041600204",1,6393.28662109375,3,4,16,2,4,25,1,1,2,3,2,4,2,2,1,,5,,,6,,,,
"0304160020404401","03041600204044","03041600204",1,6393.28662109375,3,4,16,2,4,44,1,1,2,3,2,4,2,2,1,,5,,1,2,,,,
"0304160020406201","03041600204062","03041600204",1,6393.28662109375,3,4,16,2,4,62,1,1,1,,2,4,1,,1,,4,,1,2,50,50,,
"0304160020408001","03041600204080","03041600204",1,6393.28662109375,3,4,16,2,4,80,1,1,2,3,2,4,1,,1,,0,5,2,,,,,
"0304160020410001","03041600204100","03041600204",1,6393.28662109375,3,4,16,2,4,100,1,1,2,3,2,4,2,2,2,5,5,,1,2,,,,
"0304160020411901","03041600204119","03041600204",1,6393.28662109375,3,4,16,2,4,119,1,1,2,3,2,4,1,,1,,5,,0,4,,,,
"0304160020413701","03041600204137","03041600204",1,6393.28662109375,3,4,16,2,4,137,1,1,2,3,2,4,2,2,1,,,5,,6,,,,
"0304160020415601","03041600204156","03041600204",1,6393.28662109375,3,4,16,2,4,156,1,1,2,3,2,4,2,2,1,,5,5,2,,,,,
"0304160020417501","03041600204175","03041600204",1,6393.28662109375,3,4,16,2,4,175,1,1,1,,2,4,2,2,1,,4,,1,2,25,25,,
"0305010150400401","03050101504004","03050101504",1,5194.046875,3,5,1,15,4,4,1,1,1,,2,4,2,4,2,4,1,,2,,20,10,5,
