holder_id,household_id,household_id2,ea_id,ea_id2,rural,pw2,saq01,saq02,saq03,saq04,saq05,saq06,pp_saq07,pp_s7q01,pp_s7q02,pp_s7q03,pp_s7q03_other,pp_s7q04,pp_s7q05,pp_s7q05_other,pp_s7q06,pp_s7q07,pp_s7q07_other,pp_s7q08,pp_s7q09,pp_s7q09_other,pp_s7q10_a,pp_s7q10_a_other,pp_s7q10_b,pp_s7q11,pp_s7q12,pp_s7q12_other,pp_s7q13,pp_s7q14,pp_s7q15,pp_s7q16a,pp_s7q16b,pp_s7q17,pp_s7q18_a,pp_s7q18_b,pp_s7q19,pp_s7q20_a,pp_s7q20_b,pp_s7q20_c,pp_s7q21,pp_s7q22,pp_s7q23_a,pp_s7q23_b,hh_saq01,hh_saq02,hh_saq03,hh_saq04,hh_saq05,hh_saq06,hh_saq07,hh_saq08
0103010020400301,01030100204003,010301088800204003,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,3,1,Yes,No,High Price,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,25,13,13,0,0,Yes,Yekatit,2005,20,Tree planting,Road construction,Wire mesh (Gabiyon ),1,2,,,Tigray,3,1,8,88,2,4,3
0103010020401201,01030100204012,010301088800204012,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,12,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,0,0,0,0,0,Yes,Hamle,2005,10,Preparing holes for tree plantation,Road construction,Tree planting,1,2,,,Tigray,3,1,8,88,2,4,12
0103010020402302,01030100204023,010301088800204023,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,23,2,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Other Specify,Ignorance,No,Unable to Pay the Loan,,No,Other Specify,I don't need the advisory services,Governement Organization,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,75,0,0,0,0,No,,,,,,,2,2,,,Tigray,3,1,8,88,2,4,23
0103010020403201,01030100204032,010301088800204032,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,32,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,75,50,25,50,0,No,,,,,,,1,2,,,Tigray,3,1,8,88,2,4,32
0103010020404701,01030100204047,010301088800204047,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,47,1,Yes,Yes,,,No,Lack of Adequate Crop Field,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,2,2,0,2,0,Yes,Meskerem,2006,3,Road construction,,,1,2,,,Tigray,3,1,8,88,2,4,47
0103010020409101,01030100204091,010301088800204091,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,91,1,No,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Ignorance,,Yes,,,Never Used Fertilizer,,,0,Other (Specify),USING BORROWED OXEN,0,0,0,0,0,No,,,,,,,1,1,,,Tigray,3,1,8,88,2,4,91
0103010020412901,01030100204129,010301088800204129,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,129,1,Yes,Yes,,,No,Ignorance,,Yes,,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,1,1,0,1,0,Yes,Tahsas,2005,11,Conservation activities,Preparing holes for tree plantation,Terracing,2,,,,Tigray,3,1,8,88,2,4,129
0103010020413901,01030100204139,010301088800204139,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,139,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,37,25,12,25,0,Yes,Meskerem,2006,5,Road construction,,,1,1,,,Tigray,3,1,8,88,2,4,139
0103010020414801,01030100204148,010301088800204148,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,148,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,25,12,12,12,12,Yes,Meskerem,2006,3,Road construction,,,1,1,,,Tigray,3,1,8,88,2,4,148
0103010020415701,01030100204157,010301088800204157,01030100204,010301088800204,Rural,1406.640014648438,Tigray,3,1,2,4,157,1,Yes,Yes,,,Yes,,,No,Ignorance,,Yes,,,Governement Organization,,,2,,,114,89,25,89,25,No,,,,,,,1,2,,,Tigray,3,1,8,88,2,4,157
0103030011104401,,010303010100111044,,010303010100111,Large town (urban),1332.9072265625,Tigray,3,3,1,11,44,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,24,12,12,12,12,No,,,,,,,1,1,yebiet wust sra slemtsera,,Tigray,3,3,1,1,1,11,44
0103030060500201,01030300605002,010303088800605002,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,2,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,50,50,0,36,0,No,,,,,,,1,1,tiena slelilegn,yebiet sra,Tigray,3,3,8,88,6,5,2
0103030060501401,01030300605014,010303088800605014,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,14,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Other Animal,,100,100,0,100,0,Yes,Hamle,2005,20,Wire mesh (Gabiyon ),Preparing water harvesting  pits,Conservation activities,1,2,,,Tigray,3,3,8,88,6,5,14
0103030060502701,01030300605027,010303088800605027,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,27,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,50,50,0,50,0,Yes,Hamle,2005,20,Wire mesh (Gabiyon ),Terracing,Tree planting,7,2,,,Tigray,3,3,8,88,6,5,27
0103030060504001,01030300605040,010303088800605040,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,40,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,75,75,0,75,0,Yes,Hamle,2005,20,Wire mesh (Gabiyon ),Terracing,Tree planting,1,1,yebiet wust sra,,Tigray,3,3,8,88,6,5,40
0103030060505201,01030300605052,010303088800605052,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,52,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,50,50,0,8,0,Yes,Hamle,2005,20,Wire mesh (Gabiyon ),Tree planting,Terracing,1,1,yebiet wust sra,,Tigray,3,3,8,88,6,5,52
0103030060506601,01030300605066,010303088800605066,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,66,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,125,125,0,72,0,Yes,Hamle,2005,20,Wire mesh (Gabiyon ),Tree planting,Preparing water harvesting  pits,1,2,,,Tigray,3,3,8,88,6,5,66
0103030060507801,01030300605078,010303088800605078,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,78,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,50,50,0,50,0,Yes,Hamle,2005,15,Tree planting,,,1,1,behmem mknyat,shmaglie sle honku,Tigray,3,3,8,88,6,5,78
0103030060510701,01030300605107,010303088800605107,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,107,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,25,25,0,12,0,Yes,Hamle,2005,25,Terracing,Bridge construction,Wire mesh (Gabiyon ),1,1,yebieteseb halafi wend sle hone,yebiet wust sra,Tigray,3,3,8,88,6,5,107
0103030060511901,01030300605119,010303088800605119,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,119,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Other Animal,,25,25,0,5,0,Yes,Nehassie,2005,25,Wire mesh (Gabiyon ),Terracing,Tree planting,1,1,,,Tigray,3,3,8,88,6,5,119
0103030060513101,01030300605131,010303088800605131,01030300605,010303088800605,Rural,1996.111328125,Tigray,3,3,6,5,131,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,50,50,9,0,9,Yes,Hamle,2005,15,Wire mesh (Gabiyon ),Tree planting,,1,1,,,Tigray,3,3,8,88,6,5,131
0103040010100101,01030400101001,010304088800101001,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,1,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Merchants,,,0,Using Borrowed Oxen,,35,15,20,15,20,No,,,,,,,1,1,beakababiw yetelemede sle hone,,Tigray,3,4,8,88,1,1,1
0103040010101401,01030400101014,010304088800101014,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,14,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Hamle,2005,13,Tree planting,Stone terracing,Others,1,1,yebiet wust sra sla maseru,,Tigray,3,4,8,88,1,1,14
0103040010102701,01030400101027,010304088800101027,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,27,1,Yes,Yes,,,Yes,,,No,Inadequate Service Provided,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,65,40,25,37,23,Yes,Nehassie,2005,3,Others,,,1,1,,,Tigray,3,4,8,88,1,1,27
0103040010104001,01030400101040,010304088800101040,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,40,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Other Animal,,50,25,25,25,25,Yes,Hamle,2005,23,Stone terracing,Wire mesh (Gabiyon ),Others,1,1,,,Tigray,3,4,8,88,1,1,40
0103040010105401,01030400101054,010304088800101054,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,54,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Nehassie,2006,20,Others,,,1,1,bale biet slemiseru,,Tigray,3,4,8,88,1,1,54
0103040010106701,01030400101067,010304088800101067,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,67,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,By Renting Ox,,50,25,25,25,25,Yes,Nehassie,2006,14,Wire mesh (Gabiyon ),Stone terracing,Terracing,1,1,,,Tigray,3,4,8,88,1,1,67
0103040010107701,01030400101077,010304088800101077,01030400101,010304088800101,Rural,2422.25390625,Tigray,3,4,1,1,77,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,0,Other (Specify),Rented out land my land,0,0,0,0,0,No,,,,,,,,,,,Tigray,3,4,8,88,1,1,77
0103040010108501,01030400101085,010304088800101085,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,85,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,50,25,25,25,25,Yes,Nehassie,2006,10,Wire mesh (Gabiyon ),Tree planting,Others,1,1,,,Tigray,3,4,8,88,1,1,85
0103040010110401,01030400101104,010304088800101104,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,104,1,Yes,Yes,,,Yes,,,No,Inadequate Service Provided,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,50,25,25,25,25,Yes,Hamle,2005,13,Tree planting,Wire mesh (Gabiyon ),Others,1,1,,,Tigray,3,4,8,88,1,1,104
0103040010111501,01030400101115,010304088800101115,01030400101,010304088800101,Rural,2422.25390625,Tigray,3,4,1,1,115,1,Yes,Yes,,,Yes,,,No,Does Not Yield Any Results,,Yes,,,Merchants,,,0,Using Borrowed Oxen,,25,0,25,0,23,No,,,,,,,1,1,,,Tigray,3,4,8,88,1,1,115
0103040010112002,01030400101120,010304088800101120,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,120,2,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,40,Yes,Hamle,2005,13,Tree planting,Wire mesh (Gabiyon ),Stone terracing,2,2,yebiet wust sra slemibazachew,,Tigray,3,4,8,88,1,1,120
0103040010112001,01030400101120,010304088800101120,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,120,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,No,Other Specify,I don't need the advisory services,Governement Organization,,,0,Using Borrowed Oxen,,50,25,25,15,12,No,,,,,,,2,2,,,Tigray,3,4,8,88,1,1,120
0103040010113501,01030400101135,010304088800101135,01030400101,010304088800101,Rural,2187.842529296875,Tigray,3,4,1,1,135,1,Yes,Yes,,,Yes,,,No,Inadequate Service Provided,,Yes,,,Governement Organization,,Merchants,1,By Pairing Mine with Someone's Ox,,60,35,25,35,25,Yes,Hamle,2005,7,Terracing,Tree planting,Preparing holes for tree plantation,1,1,balebitie gebeya slemathied,,Tigray,3,4,8,88,1,1,135
0103050120200101,01030501202001,010305088801202001,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,1,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,1,By Pairing Mine with Someone's Ox,,100,50,50,50,50,Yes,Hamle,2005,13,Tree planting,Preparing holes for tree plantation,Stone terracing,1,1,akm yelem,balyew rasu beki yehone akm slalew,Tigray,3,5,8,88,12,2,1
0103050120202201,01030501202022,010305088801202022,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,22,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,1,By Pairing Mine with Someone's Ox,,50,25,25,25,25,No,,,,,,,1,2,aakm yelegnm,,Tigray,3,5,8,88,12,2,22
0103050120203601,01030501202036,010305088801202036,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,36,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,1,By Pairing Mine with Someone's Ox,,100,50,50,50,50,No,,,,,,,1,1,,,Tigray,3,5,8,88,12,2,36
0103050120204301,01030501202043,010305088801202043,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,43,1,Yes,Yes,,,No,Lack of Money,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,1,By Pairing Mine with Someone's Ox,,100,50,50,25,25,Yes,Hamle,2005,15,Tree planting,Preparing water harvesting  pits,Preparing holes for tree plantation,1,1,yebiet wust sra slalat,,Tigray,3,5,8,88,12,2,43
0103050120206501,01030501202065,010305088801202065,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,65,1,Yes,Yes,,,No,Lack of Money,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,2,,,100,50,50,50,50,Yes,Tir,2005,40,Terracing,Preparing water harvesting  pits,,1,1,slemalesachegrat balyew,,Tigray,3,5,8,88,12,2,65
0103050120208601,01030501202086,010305088801202086,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,86,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),.,,2,,,100,50,50,50,50,Yes,Nehassie,2006,10,Tree planting,Preparing water harvesting  pits,,1,1,yebiet wust sra slemtsera,bal slallchew,Tigray,3,5,8,88,12,2,86
0103050120210702,01030501202107,010305088801202107,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,107,2,No,No,Lack of Money,,No,Other Specify,Ignorance,No,Other Specify,Because I don't need credit,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,3,5,8,88,12,2,107
0103050120210701,01030501202107,010305088801202107,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,107,1,Yes,No,High Price,,No,Lack of Money,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,0,0,0,0,0,No,,,,,,,2,2,shmaglie,,Tigray,3,5,8,88,12,2,107
0103050120213001,01030501202130,010305088801202130,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,130,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,1,,,0,65,98,65,98,No,,,,,,,1,1,akm,,Tigray,3,5,8,88,12,2,130
0103050120215201,01030501202152,010305088801202152,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,152,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,1,By Renting Ox,,100,50,50,50,50,No,,,,,,,1,1,beki meriet slelielegn,,Tigray,3,5,8,88,12,2,152
0103050120217401,01030501202174,010305088801202174,01030501202,010305088801202,Rural,1820.114135742188,Tigray,3,5,12,2,174,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,2,,,175,75,100,75,100,Yes,Yekatit,2005,30,Terracing,Conservation activities,,1,1,yebiet sra slemtsera,,Tigray,3,5,8,88,12,2,174
0103060060802101,01030600608021,010306088800608021,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,21,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,3,6,8,88,6,8,21
0103060060804301,01030600608043,010306088800608043,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,43,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,18,13,5,13,5,Yes,Hamle,2005,4,Terracing,Tree planting,Road construction,1,1,,,Tigray,3,6,8,88,6,8,43
0103060060806201,01030600608062,010306088800608062,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,62,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,Yes,Sene,,3,Tree planting,Terracing,Preparing water harvesting  pits,,,,,Tigray,3,6,8,88,6,8,62
0103060060808801,01030600608088,010306088800608088,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,88,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,Using Borrowed Oxen,,50,25,25,25,25,Yes,Hamle,2005,5,Bridge construction,Tree planting,Terracing,1,2,,,Tigray,3,6,8,88,6,8,88
0103060060811201,01030600608112,010306088800608112,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,112,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,Private Organization,2,,,90,50,50,50,40,Yes,Hamle,2005,5,Terracing,Tree planting,Preparing water harvesting  pits,1,2,,,Tigray,3,6,8,88,6,8,112
0103060060812201,01030600608122,010306088800608122,01030600608,010306088800608,Rural,1651.388549804688,Tigray,3,6,6,8,122,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,Yes,Sene,2005,5,Terracing,Tree planting,Conservation activities,,,,,Tigray,3,6,8,88,6,8,122
0103060060813301,01030600608133,010306088800608133,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,133,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Hamle,2005,5,Tree planting,Preparing water harvesting  pits,Stone terracing,1,2,,,Tigray,3,6,8,88,6,8,133
0103060060815201,01030600608152,010306088800608152,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,152,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Other Animal,,100,50,50,50,50,Yes,Hamle,2005,6,Tree planting,Stone terracing,Road construction,1,1,,,Tigray,3,6,8,88,6,8,152
0103060060817401,01030600608174,010306088800608174,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,174,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,No,,,,,,,1,1,siteywa beshtgna sle honech kebiet atwetam,,Tigray,3,6,8,88,6,8,174
0103060060819601,01030600608196,010306088800608196,01030600608,010306088800608,Rural,1399.748291015625,Tigray,3,6,6,8,196,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,50,25,25,25,25,Yes,Sene,2005,5,Conservation activities,Terracing,Preparing water harvesting  pits,1,2,,,Tigray,3,6,8,88,6,8,196
0103070011600401,01030700116004,010307088800116004,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,4,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,15,10,5,10,5,Yes,Tahsas,2005,15,Stone terracing,Preparing holes for tree plantation,Tree planting,4,4,,,Tigray,3,7,8,88,1,16,4
0103070011601601,01030700116016,010307088800116016,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,16,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,1,1,,,Tigray,3,7,8,88,1,16,16
0103070011602801,01030700116028,010307088800116028,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,28,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Lack of Adequate Crop Field,,Yes,,,Yes,,,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,3,7,8,88,1,16,28
0103070011604001,01030700116040,010307088800116040,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,40,1,Yes,No,Skeptical of the Outcome,,No,Other Specify,Because I am old,No,Unable to Pay the Loan,,No,Ignorance,,Governement Organization,,,0,Using Borrowed Oxen,,0,0,0,0,0,No,,,,,,,1,2,be arjna mknyat,,Tigray,3,7,8,88,1,16,40
0103070011606401,01030700116064,010307088800116064,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,64,1,Yes,Yes,,,Yes,,,No,Does Not Yield Any Results,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,50,25,25,25,25,Yes,Tir,2005,7,Terracing,Tree planting,Preparing holes for tree plantation,1,5,,,Tigray,3,7,8,88,1,16,64
0103070011610001,01030700116100,010307088800116100,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,100,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Lack of Adequate Crop Field,,Yes,,,No,Does Not Yield Any Results,,Never Used Fertilizer,,,0,,,0,0,0,0,0,Yes,Tahsas,2005,10,Stone terracing,Tree planting,Preparing water harvesting  pits,2,2,,,Tigray,3,7,8,88,1,16,100
0103070011611201,01030700116112,010307088800116112,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,112,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,Yes,,,No,Other Specify,Because I don't need credit,Yes,,,Never Used Fertilizer,,,0,,,0,0,0,0,0,No,,,,,,,1,1,,,Tigray,3,7,8,88,1,16,112
0103070011612401,01030700116124,010307088800116124,01030700116,010307088800116,Small town (urban),1932.643798828125,Tigray,3,7,1,16,124,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,50,25,25,25,25,Yes,Hamle,2005,10,Terracing,Wire mesh (Gabiyon ),Preparing holes for tree plantation,1,1,,,Tigray,3,7,8,88,1,16,124
0103070070900601,01030700709006,010307088800709006,01030700709,010307088800709,Rural,2109.05517578125,Tigray,3,7,7,9,6,1,Yes,Yes,,,No,Ignorance,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,37,25,12,25,12,Yes,Tikimt,2005,20,Terracing,Stone terracing,Preparing holes for tree plantation,2,2,shekmun slamalchlew,tinish  lj sleyazkugn,Tigray,3,7,8,88,7,9,6
0103070070902501,01030700709025,010307088800709025,01030700709,010307088800709,Rural,2109.05517578125,Tigray,3,7,7,9,25,1,Yes,Yes,,,No,Ignorance,,No,Unable to Pay the Loan,,No,Non-Availability of the Service,,Governement Organization,,,,Using Borrowed Oxen,,75,50,25,50,25,Yes,Megabit,2005,20,Stone terracing,Tree planting,Preparing holes for tree plantation,1,1,bewelid mknyat,wendu arasu kale rasu selam yametaw,Tigray,3,7,8,88,7,9,25
0103070070904301,01030700709043,010307088800709043,01030700709,010307088800709,Rural,2109.05517578125,Tigray,3,7,7,9,43,1,Yes,Yes,,,No,Ignorance,,No,Unable to Pay the Loan,,No,Ignorance,,Governement Organization,,,2,,,100,0,100,0,25,No,,,,,,,1,2,,,Tigray,3,7,8,88,7,9,43
0103070070906101,01030700709061,010307088800709061,01030700709,010307088800709,Rural,2109.05517578125,Tigray,3,7,7,9,61,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,Yes,,,Yes,,,Yes,,,Never Used Fertilizer,,,,Using Borrowed Oxen,,0,0,0,0,0,Yes,Tir,2005,20,Stone terracing,Preparing holes for tree plantation,Wire mesh (Gabiyon ),1,1,,,Tigray,3,7,8,88,7,9,61
0103070070907901,01030700709079,010307088800709079,01030700709,010307088800709,Rural,2109.05517578125,Tigray,3,7,7,9,79,1,Yes,Yes,,,Yes,,,No,Inadequate Service Provided,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,No,,,,,,,1,1,dekama slehonech,yeras beshta slebachew,Tigray,3,7,8,88,7,9,79
0103070070909701,01030700709097,010307088800709097,01030700709,010307088800709,Rural,2109.05517578125,Tigray,3,7,7,9,97,1,Yes,Yes,,,No,Extension Officer Did Not Show Up,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,37,25,12,25,12,No,,,,,,,1,1,,,Tigray,3,7,8,88,7,9,97
0103070070911501,01030700709115,010307088800709115,01030700709,010307088800709,Rural,2109.05517578125,Tigray,3,7,7,9,115,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Ignorance,,No,Other Specify,Because I don't need credit,No,Non-Availability of the Service,,Never Used Fertilizer,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,Yes,Yekatit,2005,20,Stone terracing,Tree planting,Conservation activities,2,2,,,Tigray,3,7,8,88,7,9,115
